gene_name	Adult_1	Adult_2	Adult_3	Infant_1	Spring_1	Spring_2	Spring_3	Spring_4	tHIO_1	tHIO_2	tHIO_3
HUS1B	0	0.09104211	0	1.7658414	0.49972585	0	0.66981065	1.9390559	0	0	0.12983781
LOC285768	0	1.6760045	1.7669362	2.0877693	0	0	2.2547731	0.9390559	0	1.9746512	1.1298379
FOXQ1	6.2457705	5.898397	6.8113303	7.0877695	9.844022	7.807331	7.8195577	7.90484	8.098217	7.579513	8.884726
FOXF2	9.163308	8.808719	8.58392	10.341381	9.405113	9.298427	9.784854	9.660155	10.64166	11.117609	9.688258
FOXC1	4.6118984	5.448594	3.6738267	5.547201	3.6696508	2.4036088	1.2547731	2.7464108	5.0461283	0	3.4517658
GMDS	11.196861	10.5422535	11.184261	9.916858	10.780497	10.954356	10.318169	10.335661	9.7692375	10.222579	10.812832
LOC100508120	4.963371	5.517307	5.7669363	5.225273	5.565815	5.772843	4.955213	5.260984	5.8166466	6.1970434	4.9878187
MYLK4	3.213349	4.178505	3.6738267	4.225273	3.7476532	4.4625025	4.062128	3.7464108	3.2805936	4.0901284	2.4517658
WRNIP1	9.493698	9.336595	9.479464	9.4903555	9.324684	8.807331	9.28268	9.276678	9.225451	9.171048	9.507049
SERPINB1	12.141127	11.936532	12.557896	10.699532	11.342076	12.264696	11.393044	11.338868	10.688286	11.22968	11.024655
MIR4645	0	0.09104211	0	2.0877693	0.49972585	0	1.2547731	0.9390559	1.9586655	0	0.12983781
MGC39372	3.9238424	3.5504737	4.3518987	5.935766	2.6696508	3.5190861	3.4771657	3.6394956	3.7660203	3.5596137	3.1298378
SERPINB9	7.17177	7.598837	7.1506405	8.301117	5.143582	4.3422084	6.384056	5.296608	6.573375	5.0901284	5.884725
SERPINB6	12.547114	12.084334	12.374035	11.241574	11.79406	12.527514	11.878045	11.635154	11.775649	12.0532465	12.034848
DKFZP686I15217	5.982736	5.923932	5.7669363	6.7992644	5.2810855	5.519086	5.1616635	4.5240183	5.4822273	5.675091	4.773694
NQO2	9.422803	9.2228985	9.017235	8.666708	7.5550084	8.626001	7.7990937	7.8155727	8.4900465	8.314501	8.152205
RIPK1	10.003031	10.081146	10.179506	9.37871	9.788592	9.448003	9.739931	9.776684	9.42219	9.80543	9.1687565
BPHL	10.056557	9.586897	10.195296	8.448836	9.393027	10.508644	9.6852255	9.646415	9.098217	9.924964	9.072352
TUBB2A	8.269617	8.235701	8.624917	8.745981	8.357707	8.606549	8.258525	8.8063345	9.5585785	9.058574	8.556103
TUBB2B	5.5868077	6.091042	4.226368	7.7992644	6.9259906	7.469698	6.898629	8.108981	8.384931	7.8815417	5.8302774
PSMG4	7.6056666	7.178505	7.3291783	6.754526	7.0154257	8.104049	6.888979	7.026519	7.8655562	7.466504	7.676732
SLC22A23	10.60254	10.579886	10.7427845	9.354556	10.21997	8.795926	10.368515	10.030491	7.912862	9.855255	9.261695
PXDC1	10.421029	10.008414	10.78861	9.431177	9.733345	9.955638	9.700478	10.370553	11.077606	10.477152	10.166012
FAM50B	7.300812	6.614604	7.2426696	7.4453216	3.6696508	3.5190861	4.879264	3.5240185	5.713553	4.1970434	3.5892694
PRPF4B	9.475017	9.645631	9.615559	9.703951	9.950937	9.225914	9.957523	9.954471	8.551123	9.177591	9.066476
ECI2	10.683915	10.473666	10.778862	9.566741	9.998575	10.834758	9.911794	9.924898	10.2783375	10.201866	10.3598585
CDYL	8.03932	8.074036	8.407181	8.277594	8.323093	8.369393	8.247239	8.430909	8.458511	8.090128	8.3147135
RPP40	5.4818377	4.178505	4.7669363	4.623822	4.629009	5.6515365	5.5277915	5.3653207	6.206593	5.8159533	6.2383623
PPP1R3G	3.7539175	4.178505	3.936861	4.7658415	6.44224	5.546567	6.177605	5.7204156	7.14849	7.235179	7.699693
LYRM4	7.888344	7.590888	7.60614	8.132164	8.634152	9.690552	8.324447	8.600834	9.350983	8.869469	9.259121
FARS2	7.4404182	7.41297	7.193201	7.5140343	7.7429	8.314502	7.4511704	7.746411	7.6591053	7.7472405	7.9371924
NRN1	6.574096	6.9614067	6.070717	7.4732003	4.3070807	5.066574	3.4771657	0	3.543628	1.9746512	2.1298378
F13A1	7.3085065	8.533985	7.250752	10.223222	8.94474	8.047465	5.062128	3.6394956	0	6.0901284	7.8233247
LY86	6.3977737	6.41297	6.5871153	6.9752946	3.4997258	4.573534	1.2547731	0	0.95866543	3.5596137	3.5892694
RREB1	9.8240385	10.235701	10.421572	9.760195	10.299007	8.193686	10.112754	10.203499	9.051422	9.731764	9.812832
SSR1	10.525407	10.382213	10.747789	10.217052	10.509555	10.513875	10.511374	10.552845	10.108413	10.022684	10.1810465
RIOK1	7.8572054	8.003931	7.6976733	8.027936	7.896331	8.0281	8.129242	8.031813	8.138575	7.959544	8.233126
DSP	12.277479	12.590888	12.476451	11.086078	12.615095	10.700525	12.319964	12.341269	9.346683	11.365537	11.848371
SNRNP48	7.6905556	7.3004956	7.5016456	7.4869404	7.357707	7.546567	7.5153008	7.1582246	6.5436277	6.637616	7.084034
BMP6	6.229651	7.385663	6.7327204	5.6965785	6.991579	5.8410144	5.714205	6.8697934	8.847408	4.9132504	8.830277
TXNDC5	5.776285	6.448594	7.4251475	6.032628	6.2276464	5.8630404	4.991739	6.167875	7.740025	4.5596137	6.6216908
EEF1E1	4.508805	4.4833593	3.6738267	4.8533044	4.5871887	5.403609	4.714205	4.939056	3.9586654	3.3896887	4.5221553
SLC35B3	8.596268	8.403925	8.8936405	7.9307485	8.427504	8.676627	8.324447	8.438902	7.4822273	7.320426	7.572781
LOC100506207	0.7539176	2.4129703	2.3518987	2.3508039	1.821654	3.278078	2.8397357	2.7464108	3.7660203	1.3896887	1.1298379
TFAP2A	2.5612724	2.6760044	1.3518987	4.158159	0.49972585	0.81864643	0	0.9390559	2.543628	3.3896887	1.7148002
GCNT2	9.084834	8.988888	9.086608	8.711286	9.217402	9.512134	9.72102	9.30319	7.672911	8.985878	8.299763
C6orf52	4.7983117	3.9979327	5.574291	4.4096975	5.0543146	6.519086	6.384056	5.3653207	4.6591053	6.171048	5.129838
PAK1IP1	7.6905556	7.329447	7.381646	7.3582983	7.3262744	7.9785175	7.306435	7.5012984	7.558578	7.518972	7.722295
TMEM14C	10.317114	10.295613	10.51848	9.937018	9.88882	11.120714	10.037226	10.01854	10.618661	10.026314	9.964309
TMEM14B	8.846675	8.716751	8.574291	8.598731	8.121778	9.300446	8.352805	8.219827	8.108413	8.284507	7.8645473
MAK	3.0758455	3.9979327	1.7669362	2.7658415	3.4066164	4.278078	3.6698108	3.7464108	4.418097	3.974651	3.8302774
SYCP2L	1.7539176	2.091042	0.7669362	3.7658415	1.0846884	3.6260014	1.9917388	2.260984	2.9586654	1.9746512	0
ELOVL2	4.146235	3.4129703	3.4673758	6.158159	3.2001655	3.4036088	3.3702505	4.462618	3.543628	4.1970434	3.7148004
LOC100506409	0	0.09104211	0	1.3508037	0.49972585	0	0	0	0	0	0
C6orf228	7.300812	7.240789	7.474295	7.480087	7.2001657	7.1405745	7.232053	7.3819995	6.9359455	6.4557776	6.975328
ERVFRD-1	3.213349	4.898397	2.574291	3.9357665	0	0	0	0	0	2.7116168	2.1298378
NEDD9	9.721144	10.279631	9.797604	9.212925	9.105206	8.189334	8.564629	9.335661	9.883478	7.579513	9.896367
TMEM170B	5.2133493	5.517307	4.624917	6.032628	4.991579	4.9061093	5.397731	5.6669765	4.5436277	4.711617	4.8302774
ADTRP	10.890908	10.712178	11.381186	8.855954	8.335776	8.69823	8.000728	8.327073	4.8655562	6.599142	5.41524
HIVEP1	8.020704	8.50467	8.735603	8.757363	8.801222	7.085433	9.000728	8.969723	7.645166	8.917166	8.319662
EDN1	6.8307333	6.936532	5.744216	7.9002676	9.138162	8.396075	7.8645673	7.70724	7.558578	8.406497	9.585165
PHACTR1	4.963371	4.5504737	4.624917	5.466281	3.3070807	3.1405745	1.2547731	2.939056	3.2805936	3.1970437	2.7148004
LOC100130357	3.33888	3.6760044	2.0888643	4.0137687	3.4066164	3.725537	3.2547731	3.260984	0	3.5596137	2.4517658
TBC1D7	7.6242824	7.091042	7.488035	7.416893	8.092183	8.841014	7.6298127	7.5611076	8.087949	7.343885	7.981587
GFOD1	5.9238424	6.319861	6.548296	6.4382668	4.4066167	3.1405745	3.4771657	4.746411	3.7660203	4.9132504	4.2173004
SIRT5	8.053125	8.461729	8.351899	7.8319306	8.04662	8.202351	7.9644313	7.8697934	7.7268496	7.8974833	8.042727
NOL7	9.397774	9.243327	9.528487	9.14522	9.090313	9.286252	9.167663	8.997047	9.7433	9.498213	9.4851885
RANBP9	9.037005	9.079727	9.264788	9.212925	9.112595	8.664137	9.258525	9.191721	9.554855	8.720606	8.984706
CCDC90A	10.201001	10.029151	10.159253	9.009015	9.875852	10.077212	9.771787	9.946083	8.797869	9.716118	9.138267
RNF182	4.454357	4.5504737	3.3518987	6.1752324	5.9591575	5.6515365	4.424698	6.611481	0	3.1970437	2.9371927
CD83	6.383274	6.1995664	5.0888643	8.032628	5.8747654	5.6766276	5.917738	5.7204156	6.573375	6.2225785	6.129838
JARID2	7.977919	8.496183	8.841078	8.708356	8.217402	6.9581976	7.9365973	8.442882	7.333705	7.320426	7.9371924
DTNBP1	8.323773	8.1890745	8.093366	8.229365	8.348349	9.191511	8.444598	8.3140955	8.6240015	8.786293	8.526443
MYLIP	8.261712	8.074036	8.377961	9.136529	8.917579	8.670396	8.345768	8.3140955	7.912862	8.004398	8.339292
GMPR	5.2457705	5.5828953	4.4107924	6.874366	5.857278	5.772843	5.576701	6.3653207	7.497824	5.9132504	5.5561028
ATXN1	8.386912	8.8983965	8.501646	9.261697	8.669651	7.8575654	8.955213	9.224458	9.182667	8.661152	9.0605755
FLJ23152	0	1.6760045	0	2.0877693	2.0846884	0	0	0	0	0	1.7148002
RBM24	5.7081137	5.135436	3.4673758	7.999461	4.9259906	4.9885716	5.4771657	6.6939435	4.8655562	5.8815417	3.2997627
CAP2	7.3977737	7.403925	6.4948564	9.581224	8.421567	8.616308	8.929554	9.615013	8.997584	8.924964	8.633663
FAM8A1	8.822696	8.91441	8.634215	8.992253	8.841801	9.332374	9.025162	8.881571	8.482227	8.157873	8.238362
NUP153	9.18437	9.228033	9.31383	9.393375	9.332616	8.444355	9.273437	9.424885	8.401609	8.466504	8.874672
KIF13A	10.260721	10.196951	10.597451	10.291362	9.935396	8.29438	9.914174	10.01854	9.96429	9.378373	9.986263
NHLRC1	5.8832006	5.734898	5.574291	5.5731964	3.8920434	5.066574	3.9917388	4.260984	5.1285906	3.8491204	4.129838
TPMT	9.801042	9.385663	10.237595	8.324262	9.20881	9.842401	9.02956	8.924898	8.376518	8.482446	8.56029
KDM1B	7.7983117	7.5748577	8.494857	7.666708	7.5550084	6.8186464	7.0096607	7.278906	6.0461283	6.1970434	7.0367284
DEK	10.308506	10.321062	10.579916	10.574001	10.3054695	10.231216	10.385773	10.418836	9.108413	9.253875	9.627689
RNF144B	7.196861	7.3671665	7.033723	6.7658415	6.2546134	5.573534	4.576701	4.6939435	1.9586655	3.5596137	4.589269
ID4	6.454357	6.98586	6.4393616	8.387894	7.96325	7.539746	8.185511	8.210519	8.766021	7.539436	8.625692
MBOAT1	8.736911	9.513107	8.688777	8.58602	9.327863	9.286252	8.652804	7.9943385	7.38493	8.144576	8.67287
E2F3	7.426343	7.606742	7.474295	7.7024794	8.011478	7.5601134	8.173636	8.373684	6.8413086	7.1841044	7.7297506
CDKAL1	7.368627	7.1463246	7.649579	7.5406284	7.533149	7.600006	7.600548	7.746411	7.513254	7.308552	7.7371683
SOX4	8.570901	8.215163	8.679826	10.2405615	11.244559	9.384701	9.761246	10.0554	10.782033	9.80543	11.400133
LINC00340	2.33888	2.4129703	0	5.4937615	3.4066164	4.066574	4.062128	3.7464108	5.418097	3.7116168	4.589269
LOC729177	0.7539176	2.898397	1.7669362	2.7658415	3.3070807	3.4036088	2.4771657	1.5240184	5.206593	0.3896887	3.8302774
PRL	0.7539176	0	0	3.6727319	3.4066164	3.6260014	2.6698108	4.746411	4.5436277	3.3896887	3.5892694
NRSN1	2.9238424	3.5504737	1.3518987	6.395198	0	0	1.2547731	2.260984	3.2805936	0	1.1298379
DCDC2	0	1.6760045	2.0888643	3.7658415	6.1144357	5.4333563	5.669811	5.8697934	5.206593	4.1970434	5.259121
MRS2	8.49201	8.31986	8.596659	8.448836	8.382369	8.863041	8.232053	8.296608	7.333705	7.378373	7.7518897
GPLD1	3.660808	4.6760044	2.936861	4.158159	2.3070807	2.9885714	3.6698108	3.5240185	2.543628	3.1970437	4.7148004
ALDH5A1	9.0668	9.116181	9.523493	8.892546	9.508155	8.65785	9.380617	9.5333805	7.90118	9.2257395	9.015534
KIAA0319	0	2.898397	1.7669362	3.7658415	4.084688	2.8186464	2.9917388	3.260984	1.9586655	3.7116168	4.2173004
TDP2	11.859171	11.350197	11.991842	10.060462	11.062446	11.924882	11.52312	11.563395	8.941659	10.775551	9.686344
ACOT13	8.918824	8.862532	9.054648	8.582825	8.925991	9.449823	8.722379	8.470437	8.871554	8.777706	9.4244585
C6orf62	10.149451	9.925513	9.846421	9.6591425	9.928086	9.793061	9.719659	9.639496	9.072408	8.982145	9.222595
GMNN	7.6056666	7.2709513	7.5613523	7.737385	8.915467	9.6874695	8.434682	8.186983	8.056698	8.434083	9.08984
FAM65B	6.0393195	6.500433	6.1419754	7.5796227	4.629009	4.573534	6.5153008	6.108981	6.9359455	5.675091	5.6533995
CMAHP	6.648735	7.11341	6.1592536	6.452342	3.5871887	4.8630404	4.1292424	4.186983	4.5436277	2.974651	3.5892694
LRRC16A	9.904934	10.036486	10.388988	8.642358	9.978496	9.288288	9.832202	9.957256	7.90118	9.090128	8.943619
SCGN	7.54182	7.832509	7.6186852	7.94575	8.351475	8.764091	7.384056	7.759235	5.418097	7.702572	8.012481
SLC17A4	9.404969	9.288259	9.353776	7.9655137	8.805787	8.590136	9.042676	8.629054	6.6025214	8.241438	7.837197
SLC17A1	2.7539175	3.7914817	2.574291	2.0877693	2.0846884	1.8186464	2.8397357	1.5240184	0	0	1.7148002
TRIM38	8.784585	8.265967	8.867599	8.720037	8.86386	8.722528	8.929554	8.670375	8.426271	8.579514	8.269389
HIST1H3A	0	1.0910422	0	1.3508037	0	0.81864643	0.66981065	0	0	1.9746512	2.9371927
HIST1H4B	1.7539176	0	1.3518987	1.3508037	0	0	0	0	3.9586654	4.1970434	3.1298378
HIST1H3B	2.33888	0	0	2.0877693	0.49972585	0.81864643	1.2547731	2.5240185	4.2805934	4.711617	4.0367284
HIST1H3C	1.33888	0	0	1.3508037	0	0	0	0	0	0	0
HIST1H1C	9.243766	8.578882	9.3500185	6.8638735	8.0035515	8.586831	8.743952	8.331373	8.883478	9.951931	8.7148
HFE	6.180182	6.6608977	6.2747307	6.623822	8.058146	8.764091	7.6240067	7.632543	6.912862	7.434083	6.9878187
HIST1H4C	1.33888	0.09104211	0	1.7658414	2.0846884	1.4036089	2.2547731	2.5240185	3.7660203	5.5596137	3.9371927
HIST1H2BC	4.146235	4.178505	3.936861	2.5731962	3.8920434	4.573534	4.991739	5.108981	5.5436277	6.1970434	5.451766
HIST1H2AC	8.057698	7.385663	8.262792	6.9850097	8.172152	9.037815	8.220557	8.466533	7.4505186	9.453084	8.67287
HIST1H1E	2.5612724	1.0910422	2.936861	2.9357665	1.4997258	1.8186464	2.9917388	1.5240184	5.206593	5.675091	5.339291
HIST1H2BD	6.7311974	6.319861	6.8003592	6.1408806	7.839576	7.3960752	8.07069	7.5389686	7.1874843	9.055024	8.581049
HIST1H2BE	0	0.09104211	0	0.76584136	1.0846884	0	1.2547731	0	2.9586654	2.974651	3.1298378
HIST1H4D	1.33888	0	1.3518987	0	0.49972585	0	1.2547731	0	3.543628	2.7116168	2.4517658
HIST1H3D	2.9238424	1.0910422	2.766936	2.0877693	2.6696508	1.4036089	3.2547731	2.260984	2.9586654	5.343885	3.7148004
HIST1H2BF	0	0	0	0	0	0	1.9917388	0.9390559	3.7660203	4.0901284	4.129838
HIST1H4E	1.7539176	0.09104211	3.0888643	1.7658414	1.821654	1.8186464	2.9917388	2.260984	6.0879483	5.8815417	5.174232
HIST1H2BG	3.0758455	1.6760045	3.766936	3.6727319	3.4066164	4.2109637	4.37025	3.6394956	5.418097	6.2965794	5.451766
HIST1H2AE	5.3977737	4.898397	5.381646	3.9357665	4.857278	5.4333563	4.313667	4.8459463	5.9586654	6.4120564	6.129838
HIST1H3E	4.454357	5.135436	5.193201	2.3508039	3.4066164	4.278078	3.8397357	3.260984	3.543628	4.9132504	4.129838
HIST1H1D	2.7539175	1.0910422	2.766936	1.3508037	0.49972585	2.1405745	3.6698108	0.9390559	5.3509827	4.1970434	4.884725
HIST1H4F	0	0.09104211	0	0	0	0	0	0	1.9586655	3.5596137	2.1298378
HIST1H3F	1.7539176	0	1.7669362	2.5731962	0.49972585	0.81864643	1.6698107	0.9390559	4.418097	3.974651	3.1298378
HIST1H2BH	4.454357	2.6760044	4.6738267	3.225273	4.143582	4.1405745	3.9177382	2.7464108	5.206593	5.144576	4.773694
HIST1H3G	3.213349	3.4129703	3.3518987	3.225273	1.0846884	3.1405745	2.9917388	3.260984	3.7660203	4.0901284	4.0367284
HIST1H4H	4.660808	3.260967	4.3518987	3.0877693	4.629009	4.519086	5.2243996	5.462618	3.7660203	6.171048	5.6216908
BTN3A2	10.313294	10.664689	10.51177	9.424053	8.887743	8.56348	8.852205	8.824752	9.046128	8.661152	9.018581
BTN2A2	7.229651	7.865829	7.3962927	7.6787305	6.241193	6.7959266	7.04485	7.331373	8.50556	7.3322034	6.7148004
BTN3A1	9.549957	9.973685	9.615559	9.044291	8.773521	8.9633045	8.799093	8.410731	9.056698	9.20026	8.965888
BTN2A3P	4.277479	5.3764443	5.0888643	5.672732	4.357707	5.1040487	3.3702505	4.331373	5.2805934	5.033545	3.9371927
BTN3A3	9.536916	9.981306	9.21402	8.987429	7.4539223	7.6388254	7.9598293	7.8094206	8.609717	7.54956	7.581049
BTN2A1	8.968237	9.220325	8.964153	9.034968	9.015426	8.764091	8.898629	8.991624	9.573376	9.0371475	9.048701
LOC285819	1.33888	0.09104211	0	1.3508037	0	0	0	0	0.95866543	2.7116168	1.1298379
BTN1A1	3.213349	3.260967	1.7669362	2.5731962	1.821654	0	0	0	1.9586655	1.3896887	0.12983781
HCG11	7.9875374	7.8525934	7.548296	8.387894	8.015426	7.085433	7.991739	8.251939	7.82903	7.320426	8.078205
HMGN4	9.849315	9.815556	9.967834	9.699532	9.529013	10.417629	9.328022	9.497477	9.35527	9.400916	9.54769
ABT1	8.953589	8.731287	9.088864	8.717126	8.696942	9.6016445	8.824629	8.821699	9.177834	9.37553	9.078205
ZNF322	6.323773	6.1995664	6.381646	6.2576942	7.26791	7.8186464	7.306435	7.331373	6.713553	6.7990794	6.7148004
LINC00240	1.33888	1.0910422	0.7669362	2.3508039	0	0.81864643	2.8397357	0	0	1.9746512	2.4517658
LOC100270746	4.84138	2.091042	1.3518987	4.0877695	4.3070807	5.1761985	3.8397357	4.186983	4.9586654	4.9746513	5.129838
HIST1H2BJ	2.9238424	1.6760045	2.766936	2.5731962	2.9591575	3.9061093	3.7572734	2.7464108	4.1285906	4.637616	4.5221553
HIST1H2AG	4.33888	2.4129703	3.936861	2.5731962	3.0846884	4.278078	4.714205	4.6394954	5.4822273	5.4771514	4.129838
HIST1H2BK	9.004216	8.594868	9.104558	8.069622	9.236128	9.867133	9.686619	9.593692	9.609717	10.658815	9.688258
HIST1H4I	2.9238424	0.09104211	3.0888643	0.76584136	2.3070807	3.1405745	2.4771657	2.260984	0.95866543	4.0901284	3.5892694
HIST1H2AH	0	0.09104211	0	0.76584136	0	0	0	0	3.2805936	4.1970434	2.4517658
PRSS16	7.862442	7.7420936	8.309968	4.7200375	7.1144357	7.26159	6.917738	6.746411	5.8166466	7.0190454	7.141065
ZNF204P	6.2457705	6.4660816	5.916683	6.8533044	7.092183	6.7375097	7.1127543	6.8932524	5.3509827	6.539436	6.396624
ZNF391	3.0758455	3.260967	3.4673758	4.9752946	3.3070807	4.3422084	4.917738	4.582912	5.3509827	2.974651	3.5892694
ZNF184	6.8307333	6.832509	7.1678157	7.0877695	7.4770055	6.7375097	6.898629	7.224458	7.3509827	6.8159533	6.9500165
LOC100507173	1.7539176	1.0910422	2.0888643	2.0877693	3.6696508	2.9885714	3.1292422	2.939056	2.543628	3.3896887	4.0367284
LOC100131289	4.001845	5.178505	5.3518987	4.8533044	5.084688	4.573534	4.1292424	3.260984	3.7660203	4.637616	5.259121
HIST1H2BL	1.33888	1.0910422	0.7669362	0	1.0846884	0	1.9917388	0.9390559	1.9586655	2.974651	3.2997627
HIST1H2AI	0.7539176	0	0.7669362	1.3508037	2.4997258	1.4036089	2.4771657	3.5240185	3.2805936	4.3896885	4.2173004
HIST1H3H	3.33888	3.260967	3.766936	3.0877693	4.084688	3.4036088	4.1933727	4.3984876	4.8655562	5.2476697	5.259121
HIST1H2BM	0	0	0	0.76584136	0	0	0	1.5240184	2.9586654	4.2965794	2.4517658
HIST1H4J	0	0.09104211	2.0888643	0.76584136	1.4997258	0	0	0.9390559	2.9586654	1.3896887	2.4517658
HIST1H4K	2.0758455	0.09104211	1.3518987	2.5731962	1.821654	1.4036089	1.6698107	0	0	2.7116168	0.12983781
HIST1H2AK	0.7539176	0.09104211	1.3518987	1.3508037	1.0846884	2.4036088	2.2547731	2.260984	1.9586655	3.7116168	2.9371927
HIST1H2BN	3.33888	0.09104211	0	2.0877693	1.0846884	0	2.2547731	2.260984	2.543628	4.0901284	4.377765
HIST1H1B	2.33888	0.09104211	2.3518987	2.3508039	2.0846884	0	3.1292422	2.7464108	5.206593	4.711617	4.9371924
HIST1H3I	0	0.09104211	0	0	0	0.81864643	0	0	3.543628	2.974651	3.7148004
HIST1H2AM	2.33888	1.6760045	2.3518987	1.7658414	2.9591575	2.4036088	3.5767012	2.260984	3.2805936	5.144576	4.0367284
HIST1H2BO	0	0	0	0	1.0846884	0	1.6698107	0	4.2805934	2.974651	2.4517658
ZNF165	6.33888	5.3764443	6.2747307	4.935766	5.6895504	5.6515365	6.7032337	4.8932524	4.8655562	7.720606	6.469688
ZSCAN12P1	3.4543571	3.898397	4.5218234	5.8319306	3.7476532	3.1405745	4.669811	3.3984876	4.2805934	3.3896887	4.5221553
ZSCAN16	6.9437423	6.9614067	7.234542	6.2894034	7.0154257	7.326441	6.5153008	6.797037	7.0030594	7.2723317	7.1185226
ZNF192	6.508805	7.5828953	7.6617537	8.469745	8.1932125	6.772843	8.005201	8.167874	7.497824	7.400916	7.7297506
TOB2P1	2.9238424	3.4129703	4.3518987	3.3508039	3.6696508	4.4625025	4.37025	3.8459466	2.9586654	4.3896885	3.4517658
ZNF193	7.0576982	7.1463246	6.8222184	7.2170525	7.1650615	6.8847356	6.411278	6.70724	7.0879483	7.1970434	7.248779
ZKSCAN4	6.719702	6.4833593	6.9064875	7.004246	6.917578	7.1673746	6.313667	6.746411	7.82903	7.0621142	7.3682427
NKAPL	2.9238424	3.091042	2.766936	5.051244	0	0	0	0	0	0	0
ZNF187	7.67873	7.911221	7.344365	8.196294	7.96325	8.162942	7.9082155	7.5389686	8.138575	7.6843095	7.878031
PGBD1	5.660808	6.220325	5.4948564	7.0967584	6.54412	6.519086	6.9826937	7.0475802	7.7530813	7.6280932	6.6376324
ZNF323	5.660808	5.5828953	5.624917	7.241575	6.5765414	6.8410144	6.2396665	5.961424	6.713553	6.675091	6.451766
ZKSCAN3	5.776285	6.500433	5.956761	6.788209	6.5871887	5.8847356	6.254773	6.3819995	6.9586654	6.7472405	6.5221553
ZSCAN12	6.5612726	6.705752	7.234542	7.553744	7.7091794	7.7134643	7.3208623	7.8399224	7.14849	7.2476697	7.7072663
ZSCAN23	0.7539176	0.09104211	2.3518987	4.0877695	3.8920434	2.6260014	4.254773	2.7464108	1.9586655	2.7116168	3.9371927
ZNF311	0	1.0910422	0	1.7658414	0	0	0	0	0	0	0
UBD	1.33888	2.4129703	2.3518987	0	0	0	0	0	0	0	0
GABBR1	0	3.9979327	0	3.6727319	0	0	0	0	0	0	0
HLA-F	3.213349	7.3389697	6.574291	0	2.4997258	2.4036088	1.9917388	2.260984	1.9586655	1.3896887	0.12983781
HLA-H	5.820007	9.939665	5.916683	2.7658415	5.357707	5.9479294	6.177605	5.771946	4.6591053	6.2965794	5.2173004
HCG4B	1.33888	2.091042	1.3518987	0	0	0	0	0	0.95866543	0	0.12983781
HLA-A	10.409449	10.207386	11.726938	7.5602574	9.0562315	9.835455	9.4413	9.155802	9.8805065	10.0371475	9.4741335
PPP1R11	4.8832006	6.240789	8.23046	0.76584136	0.49972585	0	0.66981065	1.5240184	0	0	0
HCG18	0.7539176	5.4833593	5.0888643	4.466281	4.629009	5.066574	4.955213	5.611481	3.2805936	4.4771514	4.9371924
HLA-E	4.454357	3.898397	4.2904983	3.5731962	2.3070807	2.4036088	1.9917388	1.9390559	2.543628	1.9746512	1.1298379
TUBB	2.5612724	7.403925	6.3962927	3.7658415	3.4997258	3.9061093	2.8397357	3.3984876	5.3509827	4.0901284	4.5221553
DDR1	2.33888	1.0910422	5.744216	7.480087	7.629009	6.4333563	7.306435	6.8338737	7.206593	7.675091	7.5221553
GTF2H4	0	0	0	4.623822	0	1.8186464	0	0	0	0.3896887	0
VARS2	0	0.09104211	0	3.5731962	3.4066164	4.278078	2.9917388	3.6394956	3.543628	3.7116168	3.7148004
PSORS1C1	1.33888	3.7914817	2.0888643	0	0	0	0	0.9390559	0.95866543	0	0
CDSN	4.9238424	4.4833593	1.7669362	2.5731962	3.2001655	3.5190861	2.2547731	3.108981	2.9586654	0.3896887	2.9371927
CCHCR1	6.426343	5.3004956	5.193201	5.350804	2.4997258	2.8186464	1.2547731	1.9390559	0.95866543	2.7116168	2.4517658
TCF19	3.9238424	0	0	4.935766	3.6696508	2.6260014	2.6698108	3.108981	3.7660203	4.0901284	3.7148004
POU5F1	3.7539175	4.41297	0	1.3508037	0	0	0	0	0.95866543	0	0.12983781
HLA-C	10.683176	12.7912655	12.821371	12.027642	11.209241	11.920294	11.272973	11.160039	10.9359455	11.546404	10.770987
HLA-B	11.667929	12.033923	13.565611	11.638516	9.7920475	10.583518	9.480382	9.367416	9.96148	9.1412325	9.253959
MICA	6.776285	7.3102107	6.8962193	5.672732	5.357707	5.9683933	5.502701	5.026519	6.2805934	4.9132504	5.41524
ATP6V1G2	1.33888	0	0	3.225273	0	0	1.2547731	0	0	0	0
LST1	2.0758455	0	0	2.9357665	0	0	0	0	0	0	0
AIF1	2.7539175	0	0	2.3508039	0	0	0	0	0	0	0
PRRC2A	2.0758455	1.0910422	1.7669362	4.8102355	1.4997258	0	1.9917388	0	1.9586655	0.3896887	1.1298379
BAG6	2.0758455	2.091042	0	0.76584136	1.0846884	0	2.2547731	0.9390559	2.9586654	1.3896887	1.1298379
C6orf47	4.146235	0	0.7669362	4.225273	0	0	0	0.9390559	0.95866543	0.3896887	1.1298379
GPANK1	4.84138	0.09104211	0	4.4096975	0	0	0	0	1.9586655	0.3896887	0
CLIC1	1.33888	2.091042	2.3518987	0	3.4066164	4.573534	3.8397357	3.939056	1.9586655	3.974651	3.2997627
VWA7	0	0	0	0	2.9591575	2.8186464	3.9177382	3.260984	0.95866543	3.1970437	2.1298378
HSPA1A	3.213349	8.618519	6.0888643	0	0	0	0.66981065	1.9390559	0.95866543	0	0.12983781
HSPA1B	5.001845	5.3389697	0.7669362	0	1.0846884	0.81864643	0.66981065	1.9390559	2.543628	3.974651	2.1298378
SLC44A4	1.7539176	2.6760044	2.3518987	0	2.0846884	1.8186464	1.2547731	0	0	1.9746512	1.1298379
