ID	adj.P.Val	P.Value	logFC
CCDC129	0.018827846	0.001216217	-2.5705714
PDE1C	0.028048424	0.002256038	-1.8892431
HERPUD2	0.03923975	0.003810304	-0.39839363
EEPD1	0.026897112	0.002109997	-1.7848897
AOAH	0.005533846	1.78E-04	-6.0982413
ELMO1	0.009899919	4.53E-04	-2.3107233
GPR141	0.002779568	5.98E-05	-3.1941202
TARP	3.46E-04	2.14E-06	-6.110001
LOC100506776	0.001990999	3.70E-05	-5.510854
C7orf10	0.021559717	0.001512619	1.2784061
FLJ35390	0.005221561	1.61E-04	-2.09688
MYO1G	3.08E-04	1.66E-06	-6.6873035
RAMP3	0.001778797	3.09E-05	-5.569592
IKZF1	0.001383454	2.04E-05	-6.9402204
PSPH	0.005381165	1.69E-04	1.8139839
CCT6A	0.039486803	0.003866421	0.40518185
ZNF736	0.001268351	1.81E-05	-3.6378536
ZNF680	0.016341764	9.86E-04	-1.0652848
ZNF92	0.009740097	4.42E-04	0.48372033
GUSB	0.03914828	0.003779941	0.7925081
NCF1B	0.008034392	3.31E-04	-4.5312653
FZD9	0.002873355	6.34E-05	-1.7299206
ELN	0.049160186	0.005421936	4.1006117
LAT2	0.01688078	0.001035489	-4.217467
GTF2IRD1	0.00278081	6.00E-05	1.3709135
NCF1	4.63E-04	3.78E-06	-6.070105
GTF2IRD2B	0.01923996	0.001257036	0.5325318
NCF1C	0.003524104	8.66E-05	-4.8873634
CCL24	0.003219218	7.69E-05	-4.936781
FGL2	1.34E-04	3.68E-07	-3.747096
GNAT3	0.012264491	6.31E-04	-2.1422849
KIAA1324L	0.004424616	1.21E-04	3.251954
ABCB1	0.012986813	6.87E-04	-5.770645
RUNDC3B	0.008341155	3.48E-04	-5.063504
DBF4	0.037586726	0.003547535	0.65496635
STEAP1	0.04809774	0.005263805	1.4850396
GATAD1	0.004602693	1.28E-04	0.43707755
SAMD9L	0.009871763	4.49E-04	-1.7088795
PON3	7.37E-04	7.71E-06	-6.508449
DYNC1I1	0.02904537	0.002374984	-3.1975694
TAC1	0.012829565	6.72E-04	-5.9032083
BHLHA15	0.027856413	0.002232947	-3.3570757
ARPC1B	0.047228355	0.005089972	-1.241496
CYP3A4	0.02908042	0.002380313	-3.4531603
TRIM4	0.003803901	9.82E-05	-1.8205566
AZGP1	0.035087574	0.003189846	-2.5492883
CNPY4	0.046954006	0.005038573	1.0604886
PVRIG	0.015517104	9.15E-04	-3.046895
PILRA	0.031455	0.002704647	-1.9683638
LRCH4	0.02003346	0.001340358	-0.91731644
ACHE	0.017092	0.001057517	-1.5110936
EMID2	0.007763683	3.09E-04	4.274516
SH2B2	0.001778797	3.10E-05	-1.3495077
RASA4	0.008392193	3.52E-04	-1.3247428
LHFPL3	0.04227947	0.004304675	1.8723538
LOC723809	8.22E-04	9.43E-06	2.271999
PIK3CG	0.02459563	0.001842892	-3.702475
DUS4L	0.012034643	6.12E-04	0.6198492
MDFIC	0.010065037	4.67E-04	-1.1542482
TFEC	6.38E-04	6.01E-06	2.5030012
WNT16	0.002269646	4.39E-05	-3.4696445
CADPS2	0.03085371	0.002624721	0.57757
PAX4	0.004488059	1.24E-04	3.4948945
IRF5	0.012476875	6.49E-04	-1.5076718
TSPAN33	0.021665107	0.001528622	-0.97382545
CPA4	0.017930176	0.001134821	2.6181324
CPA1	0.007581421	2.93E-04	3.9373648
MEST	0.006132996	2.13E-04	2.7219038
COPG2	0.041773587	0.004230237	0.8136592
FLJ43663	0.006546949	2.35E-04	-2.6064048
EXOC4	0.027448596	0.00216884	0.5527649
TMEM140	0.033262957	0.002936022	-0.87225956
WDR91	0.046307996	0.004935404	-0.94926405
AKR1D1	0.009644241	4.34E-04	1.6705316
TBXAS1	0.017718907	0.00110938	-4.054236
LOC100507421	0.01101872	5.30E-04	-4.365563
WEE2	0.007243108	2.76E-04	5.1486926
MGAM	0.028008817	0.002251262	-4.8625784
TRY6	0.006774464	2.52E-04	-3.7058625
TRPV6	0.014510538	8.04E-04	-6.708914
PDIA4	0.044848517	0.004702004	0.5867396
ACTR3C	0.04162987	0.004203539	-1.7113168
LRRC61	0.005533846	1.80E-04	-1.773426
C7orf29	0.022711454	0.001635267	-2.2140493
LOC285972	0.004750971	1.36E-04	-5.2603893
GIMAP8	0.003580069	8.92E-05	-4.778532
GIMAP7	0.005816823	1.93E-04	-6.2874475
GIMAP4	0.044848517	0.004700569	-4.3136296
GIMAP6	0.015511035	9.10E-04	-4.1695933
GIMAP2	0.006108023	2.09E-04	-4.22545
GIMAP1	0.024423406	0.001825829	-5.023452
GIMAP5	0.002103288	4.01E-05	-2.2729957
LOC100131176	0.013215779	7.05E-04	-2.4748344
LOC100132707	0.013555654	7.26E-04	-1.4663892
SHH	0.03634687	0.003367094	2.0483394
LOC100506585	0.04290458	0.004395911	-3.49778
DEFA6	7.42E-04	7.84E-06	-8.541223
DEFA5	7.11E-04	7.06E-06	-8.794333
PPP1R3B	0.029757189	0.00245091	1.5013409
FAM167A	0.030226564	0.002520693	-1.4153485
BLK	0.005053622	1.52E-04	-4.673937
VPS37A	0.035087574	0.003184975	-0.71942234
ASAH1	0.010335829	4.83E-04	0.93077946
DOK2	0.04524541	0.004764162	-5.0313187
EPB49	0.047523897	0.005147051	1.0764332
TNFRSF10D	0.01959732	0.001290515	1.0438247
CHMP7	0.025787774	0.00198061	-0.40359682
NKX3-1	0.010917884	5.21E-04	-1.5280912
ADAMDEC1	3.73E-04	2.48E-06	-2.9907074
STMN4	0.025174776	0.00190915	-4.3279653
CLU	7.12E-04	7.17E-06	1.5008221
PBK	0.045049343	0.004728174	0.99534845
ELP3	0.015193772	8.72E-04	0.58626175
PNOC	2.80E-04	1.43E-06	-4.8853865
FUT10	0.032387372	0.002829322	1.0084596
UNC5D	0.009173342	4.00E-04	-2.8118548
ERLIN2	0.031583685	0.002724219	0.7029391
IDO1	3.70E-04	2.33E-06	-6.807675
C8orf4	0.03034551	0.002540707	-2.175683
GINS4	0.04825698	0.00528671	1.0543116
IKBKB	0.03423216	0.003057479	-0.5463256
CEBPD	4.63E-04	3.70E-06	-2.1617403
FAM150A	0.034686387	0.003126255	3.077125
OPRK1	0.002459999	5.01E-05	6.743293
XKR4	0.008296592	3.45E-04	-2.7993302
LYN	0.022796264	0.00164337	-1.1046324
PLAG1	4.60E-04	3.57E-06	1.3570594
SDR16C5	0.007702091	3.05E-04	-7.272098
SDCBP	0.023298135	0.001705963	-0.52276325
GGH	0.014104684	7.69E-04	2.1468773
DNAJC5B	0.021178864	0.001469068	-3.9404953
MYBL1	0.026127005	0.002021406	-2.651805
PREX2	0.016432043	9.95E-04	-2.1876926
TRPA1	0.014300414	7.84E-04	-2.3839812
LY96	0.039247617	0.003814039	-3.9644685
STMN2	0.041523952	0.00417903	-2.5601482
PMP2	0.01146458	5.62E-04	-3.228496
E2F5	0.013177702	7.02E-04	0.91203696
CA1	0.005180395	1.60E-04	8.167532
ATP6V0D2	0.009937573	4.58E-04	-4.871138
PTDSS1	0.047805652	0.005199275	0.595294
SYBU	0.024354275	0.00181893	-2.6844025
TNFRSF11B	0.004145104	1.11E-04	3.8167686
ENPP2	0.007358556	2.82E-04	-2.1663208
DEPTOR	0.0090799	3.95E-04	0.6418905
SNTB1	0.047366846	0.005117367	0.78620243
WDR67	0.029757189	0.002447573	-0.78810215
LOC157381	0.040980987	0.004098797	2.0177755
LOC100130231	1.34E-04	3.74E-07	-3.819745
KCNQ3	0.009961265	4.60E-04	-4.2913013
TMEM71	2.38E-04	1.05E-06	-5.6930733
SLA	3.73E-04	2.50E-06	-4.8706226
DENND3	0.039451584	0.003858493	-1.4157491
BAI1	0.011795759	5.87E-04	-3.1037097
ARC	0.012570991	6.58E-04	-4.1373644
LY6E	0.018827846	0.001215528	1.4731779
PYCRL	0.014375292	7.94E-04	0.71562576
PARP10	0.049804315	0.005551613	-1.0306376
GRINA	0.017049488	0.00104908	0.697855
DOCK8	0.008341155	3.49E-04	-3.4610004
CD274	0.012967842	6.85E-04	-1.9669952
FLJ41200	0.005097271	1.54E-04	-2.7258465
TTC39B	0.00296295	6.64E-05	1.5783014
SH3GL2	0.015122231	8.64E-04	-1.6367377
KIAA1797	0.030455828	0.00256896	1.0302182
PTPLAD2	0.037586726	0.003548091	-1.6948833
C9orf82	0.027568832	0.002183035	0.7709179
DDX58	0.039786577	0.003925133	-0.6347522
SPINK4	0.03923975	0.003808656	-2.9346771
PRSS3	0.009310227	4.09E-04	-7.3164606
DCAF12	0.027633417	0.002191951	0.26808164
C9orf24	0.04221416	0.004286936	-2.8864732
CCL19	5.78E-04	5.18E-06	-6.5198174
CCL21	2.25E-04	9.58E-07	-9.00482
KIAA1045	0.005789512	1.91E-04	-2.4217472
CD72	0.033415306	0.002959136	-2.0783613
SIT1	3.17E-04	1.82E-06	-5.685837
CA9	0.013168539	7.00E-04	-4.088789
TMEM8B	0.03956172	0.003877078	1.0670538
ZBTB5	0.039953105	0.003955169	0.39035988
ALDH1B1	0.031455	0.00270678	1.4571371
KGFLP2	0.004987379	1.48E-04	-3.241613
LOC100132352	0.004970046	1.47E-04	-2.7730925
KLF9	0.00180852	3.19E-05	-3.3787336
FRMD3	3.31E-04	1.95E-06	-2.3194523
C9orf64	0.002984837	6.73E-05	-2.736927
GOLM1	0.006981931	2.61E-04	1.6322689
LOC440173	0.025839228	0.001990434	3.8881984
C9orf79	0.00557649	1.82E-04	3.3260536
CDK20	8.08E-04	9.22E-06	1.3591905
IPPK	0.046809196	0.00500038	-0.37886143
FGD3	0.03928121	0.003823993	-2.8010964
SUSD3	0.047972646	0.005231053	-0.7976889
LINC00092	0.008063252	3.32E-04	-2.3569655
CTSL2	0.004631756	1.30E-04	2.4717097
C9orf30	0.01562598	9.26E-04	0.934421
BAAT	0.02569652	0.001970681	3.1993663
SUSD1	0.01825058	0.001161959	0.76926523
ZNF883	0.039327066	0.003841851	0.9696726
AMBP	3.15E-04	1.75E-06	4.463855
AKNA	0.02227913	0.001590915	-2.5421247
TNFSF8	0.007807117	3.16E-04	-5.044033
ASTN2	0.039562963	0.003891244	-0.73864985
DBC1	0.01825058	0.001163457	-3.0703237
TRAF1	0.002459999	5.01E-05	-1.8297982
C5	0.025404947	0.001935258	-2.2844963
GSN	0.02355251	0.001735322	-0.9644699
NAIF1	0.036705624	0.003426181	-0.24639079
CERCAM	0.045060128	0.004731863	1.6740351
DOLK	0.016580557	0.001008932	0.5263643
FAM78A	0.00164726	2.65E-05	-2.8339157
PPAPDC3	0.038638286	0.003706573	-2.098106
NTNG2	0.049212944	0.005436135	-1.7766914
AK8	0.021444295	0.001498435	4.0420957
GTF3C5	0.032351434	0.002820673	0.49000838
CEL	0.00248767	5.14E-05	4.872346
CELP	0.030053327	0.002490654	1.3230724
RALGDS	0.017885214	0.00112893	-0.7199373
ABO	0.039562963	0.003886652	-2.9604506
FCN1	0.026872462	0.002106537	-5.0548563
LCN9	8.28E-06	3.42E-09	4.276865
LCN10	0.02920998	0.002395892	-3.2488217
LCN12	0.009871763	4.50E-04	2.709097
PTGDS	0.02061514	0.001410072	-3.2701116
NPDC1	0.009264685	4.05E-04	-0.9482947
C9orf169	0.005465682	1.74E-04	4.076376
RNF224	0.004354366	1.19E-04	4.2284193
SLC34A3	0.04835625	0.00530055	2.1355476
NRARP	0.039562963	0.003891844	0.5900135
LOC100233156	0.022847783	0.00164987	-3.5100875
LOC283788	3.10E-06	7.04E-10	-7.4051504
PRKX	0.027484572	0.002174802	-1.8038034
KAL1	0.026361698	0.002048542	4.10845
GPR143	4.73E-04	3.89E-06	2.6198363
TLR7	0.027644651	0.002195315	-4.4695787
TLR8	3.32E-05	4.71E-08	-5.2741556
FANCB	0.032351434	0.002820093	1.152099
BMX	0.00776687	3.11E-04	-2.970944
ZRSR2	0.028390432	0.002306163	-0.82268333
SH3KBP1	0.04915202	0.005417247	-0.44852734
CNKSR2	0.024840072	0.001869143	-2.8246078
KLHL34	3.43E-04	2.06E-06	-4.912738
CXorf21	0.001469467	2.25E-05	-4.8314357
CYBB	0.02783715	0.002227983	-3.9758015
GPR82	0.002103288	4.01E-05	-4.682432
RGN	0.02162202	0.001519735	1.5753508
CFP	0.011177762	5.42E-04	-4.409399
WAS	0.010932215	5.23E-04	-6.369926
GATA1	0.007150663	2.72E-04	-2.5229957
PCSK1N	0.029927038	0.002476372	1.6885719
PIM2	0.012476875	6.48E-04	-2.555172
SYP	0.037831247	0.003594795	-1.057735
MAGED1	0.031039001	0.002649864	1.4505033
MAGED2	0.046024002	0.004893169	1.6550732
ZXDA	8.39E-06	4.81E-09	-5.763725
ASB12	0.003823552	9.90E-05	2.257671
ZC4H2	0.04915202	0.005418245	0.488203
MIR223	0.03085371	0.002625692	-3.065477
EDA2R	0.03112816	0.002665734	2.1399202
STARD8	0.042192876	0.004279881	-1.6575646
EDA	0.004408164	1.21E-04	2.452488
NONO	0.001137453	1.54E-05	0.4555368
ERCC6L	0.015416941	9.00E-04	1.0572848
NAP1L2	0.015235106	8.77E-04	-2.5324636
CYSLTR1	3.96E-04	2.72E-06	-4.650819
P2RY10	8.78E-04	1.05E-05	-5.130739
GPR174	0.002019849	3.81E-05	-4.217166
TNMD	0.014785082	8.30E-04	5.2138567
TSPAN6	0.002319574	4.58E-05	2.5941572
SRPX2	0.04311787	0.00442462	1.7800884
CSTF2	0.0216351	0.00152282	0.6696939
NOX1	0.00442653	1.22E-04	4.6875887
TIMM8A	0.020460384	0.001383227	0.6524644
BTK	0.004619468	1.29E-04	-5.4525967
ARMCX6	0.02031845	0.001369019	1.0400147
ZMAT1	0.01420154	7.76E-04	-1.5457706
ARMCX5	0.037690658	0.003562181	0.5056925
BEX1	0.035081074	0.003174163	2.7102032
MUM1L1	0.045364942	0.004784473	4.2784224
CLDN2	0.039662115	0.003910603	1.9382734
MORC4	0.027448596	0.002167358	0.598319
TSC22D3	0.030350436	0.0025437	-2.2361765
DOCK11	0.041117813	0.004126485	-1.4142417
FAM70A	0.005326681	1.66E-04	-3.9424732
SH2D1A	0.00362702	9.10E-05	-4.4335427
SASH3	0.02299057	0.001665208	-6.6046796
IGSF1	0.004895615	1.43E-04	6.054742
GPC3	0.013921248	7.54E-04	3.243927
FAM122B	0.047228355	0.005093596	-0.57743126
MOSPD1	0.03562836	0.003264297	0.494843
LOC100128420	0.015496111	9.06E-04	-2.8534775
CD40LG	3.18E-05	4.04E-08	-5.4073815
ARHGEF6	0.004631756	1.30E-04	-2.0339932
IDS	0.008625553	3.67E-04	-1.260045
HMGB3	0.044177894	0.004586557	0.58783907
L1CAM	0.007032907	2.65E-04	-4.9479423
AVPR2	0.00131194	1.90E-05	-4.5699406
ARHGAP4	0.007702091	3.05E-04	-2.2005148
RENBP	0.043654956	0.004509963	1.3195186
GAB3	2.25E-04	9.09E-07	-2.5264826
F8	0.002459999	4.97E-05	-2.2727451
CLIC2	0.011768759	5.83E-04	-3.797401
TBL1Y	0.01547504	9.04E-04	4.7316
